id,plot_summary,num_episodes,title
6010,"We find the girls in town a year later going about their lives without any memories of their past exploits or ability to transform. Tsubomi is approached by Rama, the cat, who, at first, she does not understand. But the Earth, specifically the town of Akiba, is under attack by a trio of powerful alien women along with their minions. The explosions around her restore her memories and she reassembles the rest of the Papillon team to defend the town, eventually winning over the enemy with their charms as well as their magical powers.",6,Papillon Rose
6008,"Fumihiko Matsumaru is an average salaryman with no girlfriend. He invited his colleague Miss Tanaka to a movie but was stood up. Right at the time he was about to toss tickets into a trash can, a cute girl appeared and asked him not to waste those two tickets. After movie and dinner, he escorted her home and found they live in the same neighborhood, yet unfortunately her apartment caught on fire hours later. Having nowhere else to stay, rookie <i>seiyuu</i> Aka Onda moved to Matsumaru's place, and the two had started a ""more than friend but not yet lovers"" relationship under the same roof while keeping this secret from their employers.",10,REC
5976,"Kamikura Hiroki is an art student at the local school Nadesico Achedemy (High School and colledge level) that tends to be an arts teacher in the future. He is also the advisor to the high school arts society where his cousin, Housen Ellse attends. While Ellse is a painter like Hiroki, Hiroki seems to have given up on his dreams and no longer paints. There appears to be some mysterious trauma in the past for both of them that have changed them. Meanwhile, the high school hires a new PE teacher, Kikyo Kiri. On the first day, she bumps into Hiroki and is stunned. Here is the boy she confessed to and he refused her...",24,Canvas 2 - Niji Iro no Sketch
5949,"In the 21st century, a family of vampires settled down on the grounds of Japan and lived a modest life whilst sucking on the blood of humans discreetly. However, the eldest daughter of the family, Karin Maaka, has an embarassing secret which cannot be revealed to anyone. Even though she is a vampire, she does not lack blood like her family members. Instead, she overproduces blood to the extent that she transfuses the excess into her victims, hence increasing their blood levels. Despite her troubling body characteristic, she attends school like any other high school student, that is until a new transfer student, Kenta Usui, enters her life.",24,Karin
5943,"Sakai Yuuji, a high school student who expected his normal life to last forever, is dead. When he was on his way home he witnessed a shocking view as the world suddenly froze: people were engulfed by blue flames and a monster resembling a large doll swallowed them. Just as the monster prepared to consume Yuuji, a sword-wielding girl in black attire with flaming red eyes and hair that burns like embers saved him from the monster. The girl called herself a ""Flame Haze"" who hunts the ""Guze no Tomogara"", creatures from another world. As Yuuji noticed a blue flame in his chest, she called him a ""Torch"", a temporary replacement, saying that the ""real"" Yuuji's existence had already ended. Unfazed, Yuuji befriended the strange girl, named her ""Shana"", and joined her fight against Tomogara and other Flame Hazes.",24,Shakugan no Shana
5923,"They are neither plants nor animals. They differ from other forms of life such as the micro-organisms and the fungi. Instead they resemble the primeval body of life and are generally known as ""Mushi"". Their existence and appearance are unknown to many and only a limited number of humans are aware of them. Ginko is a ""Mushi-shi"" who travels around to investigate and find out more about the ""Mushi"". In the process, he also lends a helping hand to people who face problems with supernatural occurances which may be related to the ""Mushi"".",26,Mushi-Shi
5887,"Fifteen years in the future, by high-level scientific power, a violent battle takes place between Lacrima, that protects humanity, and Shangri-La, that plans the annihilation of all space-time. The key to stopping Shangri-La's invasion is a mysterious object known as ""the Dragon's Torque."" A group known as the Dragon Cavalry is being sent through space and time to find it. In the present, twelve-year old Haruka and her friend Yuu are contemplating running away from home when they meet a member of the Dragon Cavalry named Karasu (Crow). He believes that Haruka has the Dragon's Torque and claims to be Yuu from fifteen years in the future.",24,Noein - to your other self
5870,"Amano Sakogami is a girl who has an unnatural amount of bad luck. One day, she stumbles into the clubroom of the Better Fortune Research Organization, which consists of a boy and seven other girls who secretly use the power of the luck deities to fight against the Magatsugami, monsters who can affect a person's luck & well-being. Amano soon becomes the club's manager, and joins the club in their fight against the Magatsugami and their controller, Kukitomoe.",13,Happy Seven
5868,"Lamune tells the story of a boy named Kenji and his childhood friend Nanami. Although, everyone seems to know that they have a relationship, neither are determined to push it anymore than close friends. The story goes through flashbacks, explaining why they are such close friends and any action doesn't seem to push them apart, but draw them closer.",12,Lamune
5835,"Hazumu was a shy boy who enjoyed gardening, collecting herbs, and long walks in the mountains. One day he finally worked up the courage to confess his love to Yasuna, but she rejected him. Feeling dejected, he wandered up Mt. Kashimayama to the place where they first met to reconsider his feelings. After getting lost, he wished upon a shooting star which turned out to actually be a crashing alien spaceship. Although he was hit by the falling ship, Hazumu survived the crash thanks to some body reconstruction by the aliens, only they got it a little wrong. Now that he is a she, Hazumu stumbles head-first back into his social life and relationships only to find that the entire landscape has changed.",12,Kasimasi - Girl Meets Girl
5822,"The story focuses and revolves around the 108th Guard Squad, stationed in Aomori. A poorly equipped unit with very little military standing, it is often viewed as a 'reject camp' for pilots not making the grade for the elite units based in Hokkaido. The apparent helpless nature of this force is hardly a deterrent for the encroaching enemy armies, ever closing in on both the 108th and the rest of the empire. The young pilots of the 108th, who had dreamed on returning home, are plunged forcefully and unwillingly into a war.",24,Gunparade Orchestra
5821,"Following her graduation from middle school, Konomi Yuzuhara enters the same high school as Takāki Kono, her childhood friend. As the new school year begins, they meet their childhood friend Tamaki Kosaka, as well as many new accquaintances. Unbeknownst to the group, their encounters with each other will soon lead to many memorable adventures.",13,ToHeart2
5814,"A dog named Weed happens to hear that he is the son of Gin, The great leader of Ohu, Who lead the dogs of Ohu to victory in a fight against monsterous bear Akakabuto. Weed wants to find his father no matter of what. On a way to his father Weed meets many friends and enemies.",26,Ginga Densetsu Weed
5793,"On the first day in her new house, 5 year old Ami-chan made friends with three talking animals who came out of a door in her bedroom floor, which she finds out leads to Animal Yokocho, another world. The three are Issa, an overly innocent, soft-spoken panda, Kenta, a highly strung, red-scarf-loving bear who puts on an almost constant tough-guy act, and Iyo, a rabbit who usually holds the importance of her own well-being and enjoyment over the happiness (and safety) of her ""friends."" Even at only 5 years old, Ami-chan is easily the most rational of the group, and she's a little wary at first, but she eventually comes around and starts spending her free time with them. A typical day involves Ami-chan and the three doing different things to pass the time, often playing a seemingly innocent game, but in AniYoko style. Unfortunately for Ami-chan, the AniYoko version usually turns out to be drastically different, much less logical, and usually more dangerous than the ordinary version.",51,Animal Yokocho
5770,"Several months after Nanoha first became a Magical Girl, she still is unable to personally meet with her new close friend, Fate Testarossa, who is being tried in the Space / Time Administration Bureau for her association in the Lost Logia case. They still communicate through video-mail and hope to see each other in-person once again. Their reunion is not a happy one, unfortunately, as several people who call themselves ""Velka-Type Knights"" battle Nanoha above the city. Their objective is to fill the pages of the Book of Darkness by stealing the magical power of anyone they can find. Nanoha and Fate must once again team up to stop their plans and save the world.",13,Magical Girl Lyrical Nanoha A's
5760,"In the near future the world's climate shifted creating in the Western Pacific a perpetual super cyclone: the Grand Roar that alterted the earth, flooding most countries. Shipping and navigation became important to nations and followed by the specter of ocean pirates thus necessisating companies to hire escort cruisers to safeguard their investments. Hyousuke Nagimiya is a system engineer that was comissioned to upgrade the Pascal Magi manned by an entire crew of women with its captain, Misaki Nanaha. Together the crew strives to prove themselves to their detractors that they are no mere 'Alice Brand'. Yet as they go about their mission a larger global conspiracy seems to be working behind the scenes to take advantage of this new world order.",13,Tactical Roar
5746,"An injured, amnesiac man with a mysterious mask is found abandoned in the forest. After he is nurtured back to health, he is given the name Hakuoro. After saving the village from a wrathful deity, he adopts the role of the village's leader. Although wishing to live in peace, fate eventually forces him down the path of war and battle...",26,Utawarerumono
5664,"Mr. Hokke and his wife lived the ordinary life of the henchmen of some evil organization, but like every parent they wanted something better for their children. Saddly they died before they can make their dreams come true. Now is up to their five daugthers: Otone, Kanashi, Yoku, Maika and Utano to realize their father's wish, and with the help of the imp Akunoko, become the greatest evil of the World.",13,Soreyuke! Gedou Otometai
5654,"Asami Onohara is a seventeen-year old high-school student with a secret which has not been revealed to anyone: She is already married. Her husband, Kyosuke Ichimaru, is a Physics teacher in the same high school as her. However, even though they are officially a married couple, Asami's father forbids them to have any sexual contact until after Asami has graduated. Asami has to hide the fact that she is married to Kyosuke while trying desperately to further their relationship, and it does not help when there are so many interferences and obstacles from her father and other third parties.",26,Oku-sama wa Joshi Kōsei
5577,"Somewhere in the vast sea of the Internet, there's a website that can only be accessed at the stroke of midnight. Known as the Jigoku Tsushin, rumor has it that if you post a grudge there, the Jigoku Shoujo will appear and drag whoever torments you into the inferno. Very little is known about the girl—all we know for sure is that she lives with her equally enigmatic grandmother, that three magical straw dolls accompany and serve her, and that whenever a posting on the Jigoku Tsushin moves her, she becomes the Jigoku Shoujo.",26,Hell Girl
5558,"Takao Taniguchi was the captain & pitcher of his junior high school's baseball team, but after suffering a fractured finger during a game Takao enters Sumitani High School as a fan and not a player. Even though Takao joins the soccer team and shows potential, he still has a great love for baseball and still umpires games in secret until his coach hears of this and gets angered, forcing Takao to leave the team. At the recommendation of the soccer team captain, Takao joins the Sumitani baseball team... Unfortunately, the team is notorious for losing big games due to their inexperience.",26,Play Ball
5556,"The 11 year old Miyamoto Rebecca becomes the new teacher of a classroom which is full of weirdos. Despite her cute looks she's a little beast and can be pretty sarcastic and offensive. The school is not safe anymore now that she's in charge of a class and her students, Himeko, Ichijou, Rei and a white rabbit who took a liking to Rebecca help her to rough up the school and the neighbour-class with its teacher ""ojiichan.""",26,Pani Poni Dash!
5550,"In this world all living beings have conscious mind: humans as well as cats, dogs, pigs and all others. Still they have no mercy biting, killing, and even eating one another. And so do the easygoing cat-girl Nyako and her little brother Nyatta.",27,Nekojiru Gekijō
5504,"On the planet Aqua lies the watery city of Neo Venezia, a tourist hub in which people travel around in gondolas. Professional gondoliers known as Undines are well-revered as they act as tour guides for the people. Akari Mizunashi is a gondolier in training and also an employee of Aria Company. She gets to meet all sorts of people as she takes them on the gondola rides, from friendly mentors to special individuals, all this admidst the beautiful scenic backdrop of the entire city.",13,Aria the Animation
5487,"A young Taiwanese assassin codenamed ""Glass Heart"" committed suicide by jumping off a building, and her heart was pierced by metal fence. Miraculously, her life was saved by heart transplantation. During her recovery she began to experience strange dreams, which lead her to Japan looking for the donor of her heart, who happens to be Kaori Makimura, former partner of City Hunter Ryo Saeba.",50,Angel Heart
5465,"Set in an alternate version of the Meiji Era, a boy named Ryūnosuke Sakamoto returns to Kyoto from Shanghai with his monster (yōkai) Nekomaru. The law states that in order to live freely with humans, a yōkai must be licensed. The Kidō Shinsengumi Co. Ltd. is responsible for the capture of unlicensed yōkai but must fight with the Tsubamegumi, who resent the new law. It turns out that Ryūnosuke is the son of the owner of the Shinsengumi.",13,Moeyo Ken
5460,"The catastrophe, ""Hammer of Eden"", resulted in the loss of six billion lives and the flooding of 90% of the land. The New United Nations were formed to pursue peace on the ruined lands 14 years later. Keel is a boy living in a town called Yabitsu, an area which prospered due to the energy from the nuclear generator brought by the catastrophe. His next kin, Aoi, is the secretary general of the New United Nations. She views the catastrophe as an opportunity to create a new world in which nations can help one another overcome differences in races and religions. However, her efforts to realise that vision fail because of the unwillingness of the nations to change. Gould, a military officer, feels that the only way to make an order is through the military. Using Ulysses, a nuclear submarine, along with his crew, including Keel's brother Tean, Gould carries out a coup to declare war against the New United Nations in his attack on Yabitsu.",13,Tide-Line Blue
5394,"Shirou Emiya lost his parents in a fire when he was young and was later adopted by a sorceror by the name of Kiritsugu Emiya. Although he was full of admiration for his adopted father and yearns to become an ally of justice, Shirou has limited powers and was unable to become a strong sorceror like his father. That is until one fateful day, he was drawn into the Holy Grail War and had to summon a female ""Servant"" known as Saber in order to protect himself. It turns out that the Holy Grail War involves a series of battles among powerful sorcerors to fight for the possession of a relic that will grant one's wishes, the Holy Grail. There are altogether seven ""Masters"" who can summon their respective ""Servants"" from different classes known as Saber, Archer, Rider, Berserker, Lancer, Caster and Assasin. These ""Servants"" have to hide their names in order not to reveal their weaknesses to the enemies. The story revolves around Shirou and his entanglement in the Holy Grail War.",24,Fate/stay night
5382,"In a Japan not quite like our own, the ""youkai"" (supernatural creatures) have started living together with humans. Now, in an ordinary school, all sorts of ""monsters"" attend regular classes. A human boy, Oohashi Shingo, finds himself attracted to one of these creatures, a ""petopeto"" called Fujimura Hatoko. Petoko, as she is called, is a minor monster, with only the power to stick to something she adores. Like Shingo....",13,PetoPeto-san
5381,"Ikkō Satonaka, a 16-year-old boy, is a first year trainee at the Saienji Buddhist Temple. He was sent there by his parents to be trained by his grandmother, the Saienji Priestess. At the temple he finds himself surrounded by beautiful female priestesses-in-training. Upon seeing a girl naked, Ikkō has the ability to turn into a super-monk, performing massive exorcisms for the good of the temple.",13,Ah My Buddha
5378,"Arika Yumemiya has traveled far in search of her goal: the prestigious Gualderobe Academy. This is the school where young girls are trained to become Otomes, protectors of royal leaders throughout the lands. Here, Arika makes plenty of friends, but some enemies know something about her past that she does not. Nevertheless, her spirit and determination will keep pushing her forward. --- Adapted from its predecessor, Mai-HiME, this series is not a direct sequel, but an alternate universe setting featuring some of the Mai-HiME cast (though with different personalities).",26,My-Otome
5375,"When two doors are discovered in an ancient ruin, the gateways to shinkai, the realm of the shinzoku (Gods) and makai, the realm of the mazoku (Demons) are irreversably opened. The races of human, shinzoku, and mazoku come together in the mortal world and nothing will ever be the same. One day, two new families move next door to a boy who had previously been living a very peaceful life. In one house lived the family of the King of the Gods, and in the other lived the family of the King of the Demons. Both families had one daughter whose single wish to live next to the boy they had fallen in love with years ago has just been fulfilled. Also living with the boy is his childhood friend. With these three girls vying for his affections, the boy finds that his new life filled with despair, jealousy, and just a little hope is beginning.",24,Shuffle!
5371,"Professor Utonium and his son Ken have been assigned to study the mysterious Chemical X, which mutates and reacts when buns are dropped into it, becoming Chemical Z. When a strange glacier appears in Tokyo Bay, Ken uses a ray of Chemical Z to break it apart, causing several black rays of light to fall through the city. When the rays strike objects, animals, or people, they turn into monsters. However three white lights also break away and strike three ordinary girls, who gain the power to transform into Powerpuff Z.",52,Demashitaa! Powerpuff Girls Z
5363,"Kai and Gerda are very dear friends who have been living together since young. However, one wintry day, the Snow Queen appears stirring up snow and wind, and a sliver of mirror gets lodged into Kai's heart. Kai drives Gerda away in tears and the Snow Queen takes Kai away to her realm. The adults try to dissuade Gerda from pursuing Kai, saying that he is already dead. But determined to find Kai, Gerda set off on her own journey which is filled with trials and tribulations.",36,Snow Queen
5356,"Yurie Hitotsubashi was just an average middle school student living in the city of Onomichi on Japan's Inland Sea in the easygoing times of the 1980s. She spent her days worrying about exams and trying to get Kenji, the clueless boy she likes, to notice her. Then during lunch one day she suddenly announces to her friend Mitsue that the night before she had become a goddess. Their classmate Matsuri quickly latches on to Yurie’s newfound divinity as a way to promote her family’s bankrupt Shinto shrine. She hopes that replacing their hapless local god, Yashima-sama, with Yurie will make the shrine more popular (and profitable). Now, with Matsuri as her manager, Yurie has to grant wishes, cure curses, meet aliens, and attend god conventions. All the while attending school and working-up the courage to confess to Kenji.",16,Kamichu!
5334,"Chocolat Meilleure is a happy-going and optimistic girl. Together with her friend-cum-rival, Vanilla Mieux, they are potential candidates to become Queen of the magic world. After obtaining their magic wands, they set off to the human world to gather the hearts of unsuspecting humans. Whoever gets the most hearts will be the crowned Queen. The hearts reflect the feelings of each and every individual and as a result, these hearts have different colors. The value of each heart will be dependent on its color and based on the value of the hearts they have collected, the candidates can buy the goods that they want back in the magic world. After meeting with their mentor, Rockin' Robin, Chocolat and Vanilla begin their first day at school and also the competition for the title of Queen.",51,Sugar Sugar Rune
5314,"This is a story about a little girl who lives in an old house in the mountains. Her name is Bincho-tan. Each episode depicts a day in the life of Bincho-tan as she prepares her breakfast in the morning, goes to the forest to gather vegetables, does her household chores and rests at night after a day's work. She is surrounded by a group of close friends who adds color to her ordinary yet simple life.",12,Bincho-tan
5305,"In the world of Mugen, monsters called Jyarei Monsters fly up out of the ocean and attack the Novel Pole, the giant pillar that connects Mugen to Heaven, So 12 warriors, each an animal on the zodiac, are chosen to go from Novel-realm to Novel-realm and defeat the Jyarei.",39,Juuni Senshi Bakuretsu Eto Ranger
5275,"On the dark path of swordsmanship in a ""futuristic"" yet feudal Japan, it is said that the one who becomes the No. 1 warrior will rule the world with powers akin to a god. Only the No. 2 warrior is allowed to challenge the No. 1, but anyone can challenge the No. 2. The current No. 2, the Afro Samurai, travels the road looking for revenge on Justice, the man who murdered his father (who was then the No. 1) in front of him when he was just a boy, a skilled gunman who became the current No. 1 after defeating Afro's father.",5,Afro Samurai
5245,"Train Heartnet is known as the Black Cat for his quick reactions to attacks and his title as Number Thirteen as member of the secret society Chronos. He is an unbeatable master gunman, a cold and unfeeling killer until he meets Saya, a bounty hunter, or ""sweeper"". She teaches him the value of a human life, and that one should live in order to repent for one's mistakes rather than die because of them. Through her, Train learns to love and care for other people as he too becomes a sweeper and travels with his partner Sven and the mysterious girl Eve.",24,Black Cat
5224,"Sho Fukamachi, a normal teenager accidentally found an alien object called Unit and thus, changed his life forever. The Unit bonded with Sho, resulting a powerful fighting lifeform called Guyver. With this great power, Sho battled the mysterious Chronos and its Zoanoids, in order to protect his friends and his world. Unknown to Sho, the battle against Chronos will lead to the discovery of the origins of human, their destiny, and the Creators....",26,Guyver: The Bioboosted Armor
5213,"The J-pop group Mini Moni has opened a cheerful little cake shop. Leader Mika-chan struggles to keep Aibon and Nono from causing trouble, all the while teaching new member Ai-chan the ropes. Regular customers include lively flower shop owner Yaguchi-san, and her flight attendant friend Gocchin, who is constantly trying to impress everyone with her non-existent knowledge of the places she claims her job has taken her.",15,Mini Moni the TV
5212,"The very tiny adventures of the equally tiny bright and happy J-pop group Mini Moni, without a real continued plot between each short.",66,Mini Moni Yaru no da Pyon!
5194,"Rino Randou is a young girl with a head full of air and a talking puppet on her hand. She is accepted into the illustrious Gokujou all-girl's school, and is summarily, almost curiously, accepted as part of the even more illustrious Best Student Council, who has more power and business ventures than most large businesses. Now a part of the student council, she befriends the talented members of the Best Student Council, leaving one to wonder how a girl with seemingly no talents or redeeming qualities would get chosen for such a group.",26,Best Student Council
5115,"The world has become largely uninhabitable over the course of time and now what remains of humanity exists inside large dome-like cities. When androds known as AutoReivs begin committing crimes and displaying a semblance of freewill Re-L Mayer begins investigating the cause. This takes her on an adventure that encourages her to ask deep philosophical questions about herself, her companions Vincent and Pino, as well as the world they live in.",23,Ergo Proxy
5113,"Yamato Akitsuki travels to Tokyo alone to study in one of the high schools located within the area. He lives in with his aunt who operates a public bath solely for the ladies in the local district and begins his normal high-school life. One day, he chances upon a girl in school and is immediately mesmerised by her beauty. He is shocked when he realise later that the girl, Suzuka, is actually living next door to him. From then on, Yamato's ordinary life begins to change little by little.",26,Suzuka
5103,"My Melody arrives on Earth much to the surprise of her rival Kuromi. Together with one of the junior high school students, Yumeno Uta, they decide to protect the dreams of the people with the help of magic.",52,Onegai My Melody
5094,"In the future, a man named Sakura is destined to create the technology for eternal life, which (due to Sakura's lolicon tendencies) freezes all women's aging once they turn twelve. God refuses to allow this, so he sends his angels to the past to kill Sakura before he can do this. But one angel, Dokuro-chan, decides to try to change the future without killing him. Problem is, Dokuro is very temperamental, and is constantly killing Sakura (and lots of other people too) in incredibly bloody ways with her giant spiked club. Good thing she can bring people back to life - if only to grusomely kill them again the next time she loses her temper.",8,Bludgeoning Angel Dokuro-chan
5093,"Aizawa Ayumu is a young boy, who is sent to a small town called Tana to live with his father for a while. Even though he doesn't want to go, he agrees to do so when his mother offers him a mountain bike. Ayumu used to live in Tana before, and now his memories of the time are shrouded in mystery - apparently something happened when he was a child. Enter Miku, a young girl who knows more than she tells, weird glowing lights floating around, reflections of UFOish objects in the eyes of cats and dogs, a nosy female announcer, a forest with a mysterious past, and a weird boy called Wakkun, who wears the clothes Ayumu used to when he was a child, and you get the world of Zettai Shonen, where mysteries remain mysteries amidst a slow, normal, everyday life.",26,Zettai Shonen
5092,"Yagi Takeru has been living in the Touma family's house since his parents are gone. He was raised by Touma Rokunosuke, the head of the house. He is surrounded by many people such as Yamato Takeshi, his best friend-cum-rival from the kendo club, the Shiratori sisters, Kotono and Asuka, and his childhood friend, Oosu Seri. Life has been blissful until one day, an earthquake strikes the school and everything changes. Takeru awakens to find that the school looks as if it has been abandoned for centuries and reduced to ruins. He also realise that all the teachers and students have disappeared as well. He meets up with Seri and Asuka and they fled from the ruins, only to realise that the town they used to live in is completely empty. Subsequently, people wrapped in cloaks appear before him. They were told that they have been brought to another world.",12,Izumo: Flash of a Brave Sword
5088,"Throughout the passage of time and the shifts in backgrounds, a particular war continues to leave its mark on history, extending its influence into the modern world. There are two major groups involved in the ensuring war. The first group consists of monsters known as Chiropterans who can change their appearances into that of human beings. They are actually immortals who feed on the blood of the living. The second group is an organisation known as the ""Red Shield"", formed to track down these monsters and exterminate them. Otonashi Saya is a high-school girl who lives a peaceful life with her family. The only problem is, she has no recollections of her life beyond that of the past year. However, her happy life will be destroyed by an event that will lead her to her destined fate.",50,Blood+
5087,"As summer break arrives for the students, Jun Sakurada is busily studying on his own in the library, making up for time lost while he had confined himself to his home. Meanwhile, his Rozen Maiden doll, Shinku, has been having troubling dreams of late. The pain and sadness of defeating Suigintō was overwhelming, despite the inevitable battle they waged. After waking suddenly from a nightmare, she finds Suigintō's companion spirit wandering; upon giving chase, she discovers that the seventh Doll—Barasuishou—has awakened. She now realizes that Suigintō's fate may very well befall the other Dolls, for the appearance of the last Doll signals the beginning of the end of the Alice Games.",12,Rozen Maiden: Träumend
5085,"In the hollow Mysterious Planet, seven kingdoms co-exist, all of them lit by the Sun's Blessing from the Kingdom of the Sun, in the middle of the planet. The light of the core sun is necessary for the continued existence of all the kingdoms. Yet, something is causing the Sun's Blessing to weaken. If something isn't done, it will be the end of life in the Mysterious Planet. Fortunately, the twin princesses of the Sun Kingdom, Fine and Rain, have been endowed with the magic of the Prominence, and are looking for a way to fix things.",51,Fushigiboshi no Futago Hime
5081,"Yukari is a typical high-school student who listens to her parents and attends school everyday. As she starts to question her way of life, she encounters a group of fashion design students who has a clothing label known as ""Paradise Kiss"". The group needs to find a model to showcase their designs in an up-coming fashion show and decides to pick Yukari instead. Initially, Yukari was reluctant to be associated with this seemingly eccentric group, but eventually, she realises that they are really nice people. Furthermore, their passion and enthusiasm to follow their ideals and dreams make Yukari realise that she has not been enjoying her life and this motivated her to pursue her own dreams.",12,Paradise Kiss
5079,"One day, Manaka Junpei walks to the roof of his school and encounters a beautiful girl falling down from above him and accidentally exposing her strawberry panties. The embarrassed girl runs away before Junpei can find out whom she is. He wishes to become a filmmaker, and this whole experienced seemed like it would make the perfect scene in a movie. And so he goes on a search for the girl with the strawberry panties in order to reenact it all on film. But he will soon discover that finding that one girl will not be that easy…",26,Ichigo 100%
5063,"Kousuke Ueki, a student of the Hinokuni Junior High School, is picked by a God Candidate, Koba-sen, to participate in a competition where people battle out to become God and only the strongest will prevail. Embodied with the ability to turn garbage into trees, Kousuke will be joining in the battle against other junior high school students in this selection. This sets the premise for the earth-friendly battle where the students will pit their powers against the rest.",51,Law of Ueki
5062,"The Futaba Detective Agency, being run by Rentarou, who has taken over the family business, after his father's death 3 weeks ago. Along w/ Sara & Souju, his live-in identical twin assistants. He ends up running afoul of the local Yakuza.",13,Futakoi Alternative
5055,"Natural disasters have devastated planet Zi, killing off almost all life. A thousand years later humans have gradually re-established civilization, salvaging ancient Zoids through diving and mining efforts. In a village whose most previous item is a giant sword which they worship as a holy symbol. A teenage boy discovers an ancient Liger-type Zoid while on a deep water salvage operation. Suddenly the village is attacked by skeletal Bio-Zoids intent on stealing a powerful generator located in the village. Our teenage hero awakens the Liger and discovers that the town's sacred sword is the Liger's weapon, together they fight off the mysterious Bio-Zoids. At least for now...",50,Zoids Genesis
5051,"In a future-based disaster-ridden city with an enormous gap between the rich and the poor, it is hard to tell which humans are walking around with cybernetic body parts. This makes Roy Revant's job as a renegade bounty hunter/bodyguard-for-hire even more difficult. When a young girl with unbeliveable strength rescues him from a particularly dangerous criminal, Roy realizes that perhaps help can be found in the strangest of places. Joining together with a few others, they engage in a battle to find out the truth behind the giant conglomerates that are supposedly serving mankind and making life better.",24,Solty Rei
5043,Kazuki now lives on his own but still does his comics and has a part-time job. Mizuki learns to like cosplay but still not a big fan of otakus. We meet new characters and old minor characters get more air time. Unlike the first season there is no set plot or goal each episode is a story not connected to the next episode.,13,Comic Party: Revolution
5039,"In an odd dimension bubble inside the kettle of an Oden food cart exist Oden village. The residents of Oden village spend their idyllic days, waiting for customers to come and eat them. In the meantime Odenkun helps other troubled dwellers to realize their dreams. When one day he hears that a customers mother suffers from cancer, he leaves the kettle and after being eaten, faces the cancer cell Gannosuke. Odenkuns dream is to meet his own mother. Looking forward to this day, Odenkun spends his days with one good deed a day.",,Odenkun
4994,"Uruno, a useless wolf, is on the road searching for a new place to call home. He soon comes upon a whole forest full of ""useless animals""-- that is, animals that don't live up to their species' usual character. After a short fight with the smoking, bad-tempered rabbit, Usahara, Uruno decides that he wants to move on... but changes his mind upon meeting Chiiko, a clumsy cheetah girl. It's love at first sight for Uruno, and after deciding to stay for her, he continues to hope that even though he's a good-for-nothing, he'll win her over someday. That is, if living with the other strange residents of the forest-- including the aformentioned smoking rabbit, a sake-drinking unicorn, a near-sighted owl, a travelling saleswoman bear, and a shy pegasus --doesn't get to him first.",26,Damekko Dōbutsu
4975,"Takemoto Yuuta, Mayama Takumi, and Morita Shinobu are college students who share the small apartment. Even though they live in poverty, the three of them are able to obtain pleasure through small things in life. The story follows these characters' life stories as poor college students, as well as their love lives when a short but talented 18 year old girl called Hanamoto Hagumi appears.",26,Honey and Clover
4920,"Armed with a metal sash that straightens into a sword, lanky swordsman Van is traveling through the desert, searching for the mysterious clawed man who killed his bride. Along the way he picks up a fellow traveler: Wendy, a young girl whose town he saves from bandits by summoning a mecha with his sword. Wendy is searching for her missing older brother, whose engraved gun she carries on her back. In their mutual quest they run afoul of more bandits and villains, a mysterious woman named Carmen99, and more mecha battles a la Wild West.",26,GUNxSWORD
4919,"In a valley in China which has never been visited by humans lives a little panda named Tao Tao. Together with his friends Kiki the monkey, Puhu the squirrel and Poe the hare, they play in the forest all day long.",52,Tao Tao Ehonkan
4882,"Ginta is a Japanese high school boy who often fantasizes about a land known as Mar Heaven. One day, he is mysteriously summoned to the imaginary land, which in fact turned out to be real. Upon reaching there, he learns of powerful weapons known as Arms that exist in Mar Heaven. With the companions and friends that he meets during his travels, the group seeks to destroy the Chess, a faction led by the mysterious Phantom, which is determined to bring about Mar Heaven's Ultimate Demise for reasons unknown.",102,MÄR
4878,"After the defeat of the Shadow Alliance, Yamato is in search of special B-Da Balls called Strike Shots, which originated from shooting stars. After a fight with the mysterious Haja and he obtained his Strike Shot, the Drive Shot, Yamato then met Gunnos, a rookie B-DaPlayer and got his own Strike Shot to participate in the Winners Tournament along with Yamato's old friends and rivals. But little they know.....a terrible evil is about to put the B-Da World in peril once more.",51,Battle B-Daman: Fire Spirits
4877,"Twelve-year old Aoyagi Ritsuka is left with his insane mother as his only family when his brother, Seimei, is killed suddenly. After moving to a new school, he meets Agatsuma Soubi, who claims to have known his brother. Ritsuka eventually discovers that Soubi and Seimei used to be a fighting pair, whereby Soubi was the ""Fighter"" and Seimei was the ""Sacrifice"". Now that Seimei is gone, Ritsuka has inherited Soubi, who will become his ""Fighter"". After learning that Seimei was killed by an organisation known as the ""Seven Moons"", Ritsuka decides to investigate into his brother's death, with the sometimes useless help of Soubi, along the way.",12,Loveless
4874,"The background is in the distant future after the destruction brought about by Armageddon. The war between the vampires and the humans continue to persist. In order to protect the humans from the vampires, Vatican has to rely on other allies to counter the situation. The protagonist, a priest called Peter Abel Nightroad, travels through the countries as a representative for the Vaticans. However, he is also part of ""Ax"", a special operations group controlled by the Cardinal Catherina. His encounter with a young girl called Esther will determine the struggle and survival between the human race and the vampires.",24,Trinity Blood
4862,"Tanaka Tetsuro is excited at getting a full scholarship at a new high school, far away from his family. What he does not know is that he will be the only boy in an all girl school, and that there is a girl head-over-heels in love with him, waiting for his arrival. But his special friendship with the very cute and dynamic Asuka also causes him to get into a lot of trouble with the powerful student council leadership, as they are at open war with Asuka and her five friends, a group of super amazon warriors called the Koi Koi Seven.",13,Koi Koi Seven
