0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
"{'role': 'Kakeru Ishida', 'name': 'Yumiko Kobayashi'}","{'role': 'Yurika Hanayamada', 'name': 'Rie Kugimiya'}","{'role': 'Ayano Sonozaki', 'name': 'Sayaka Ohara'}","{'role': 'Hideko Hasuki', 'name': 'Kana Ueda'}","{'role': 'Haruma Kawagoe', 'name': 'Daisuke Hirakawa'}","{'role': 'Chitose Serikawa', 'name': 'Kaori Mizuhashi'}","{'role': 'Miu Serizawa', 'name': 'Yuki Matsuoka'}","{'role': 'Tamami Marumo', 'name': 'Yuki Matsuoka'}","{'role': 'Eriko Odawara', 'name': 'Chiwa Saito'}","{'role': 'Makoto Ashirai', 'name': 'Rika Morinaga'}","{'role': 'Choco', 'name': 'Momoko Saito'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Siesta', 'name': 'Yui Horie'}","{'role': 'Henrietta de Tristain', 'name': 'Ayako Kawasumi'}","{'role': 'Montmorency', 'name': 'Mikako Takahashi'}","{'role': 'Louise Françoise Le Blanc de La Vallière', 'name': 'Rie Kugimiya'}","{'role': 'Osman', 'name': 'Takeshi Aono'}","{'role': 'Colbert', 'name': 'Takuma Suzuki'}","{'role': 'Guiche', 'name': 'Takahiro Sakurai'}","{'role': 'Longueville/Fouquet', 'name': 'Akiko Kimura'}","{'role': 'Saito Hiraga', 'name': 'Satoshi Hino'}","{'role': 'Tabitha', 'name': 'Yuka Inokuchi'}","{'role': 'Styx', 'name': 'Taketora'}","{'role': 'Kirche', 'name': 'Nanako Inoue'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Mizu-chin', 'name': 'Kaori Shimizu'}","{'role': 'Yuri Yamamoto', 'name': 'Erina Nakayama'}","{'role': 'Takachan', 'name': 'Yuka Terasaki'}","{'role': 'Masafumi Takeuchi', 'name': 'Takuji Kawakubo'}","{'role': 'Motoharu Yano', 'name': 'Hiroshi Yazaki'}","{'role': 'Nana Yamamoto', 'name': 'Yurin'}","{'role': 'Nanami Takahashi', 'name': 'Nozomi Sasaki'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Touya', 'name': 'Mayumi Asano'}","{'role': 'Tanda', 'name': 'Kouji Tsujitani'}","{'role': 'Shuga', 'name': 'Hirofumi Nojima'}","{'role': 'Saya', 'name': 'Ryou Hirohashi'}","{'role': 'Jiguro', 'name': 'Rintarou Nishi'}","{'role': 'Balsa', 'name': 'Mabuki Andou'}","{'role': 'Torogai', 'name': 'Ako Mayama'}","{'role': 'Mikado', 'name': 'Atsushi Ono'}","{'role': 'Chagum', 'name': 'Naoto Adachi'}","{'role': 'Sagum', 'name': 'Ryouya Kobayashi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Mizuho Miyanokouji', 'name': 'Yui Horie'}","{'role': 'Shion Jyuujyou', 'name': 'Miyu Matsuki'}","{'role': 'Mariya Mikado', 'name': 'Masumi Asano'}","{'role': 'Kana Suouin', 'name': 'Akemi Kanda'}","{'role': 'Takako Itsukushima', 'name': 'Chiaki Takahashi'}","{'role': 'Ichiko Takashima', 'name': 'Yuko Goto'}","{'role': 'Yukari Kamioka', 'name': 'Ayano Matsumoto'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Toshiyuki', 'name': 'Rokurō Naya'}","{'role': 'Kankuro Nishiyama', 'name': 'Nobuyuki Hiyama'}","{'role': 'Wakana Endou', 'name': 'Saki Nakajima'}","{'role': 'Akihiko Ohta', 'name': 'Yūichi Nakamura'}","{'role': 'Megumi Kannazuki', 'name': 'Ami Koshimizu'}","{'role': 'Miki Onimaru', 'name': 'Hitomi Nabatame'}","{'role': 'Makiko Onimaru', 'name': 'Sayuri Sadaoka'}","{'role': 'Tomoko Kayahara', 'name': 'Kaori Mine'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Renko Kamishakujii', 'name': 'Kumiko Nishihara'}","{'role': 'Komaki Asagiri', 'name': 'Masayo Kurata'}","{'role': 'Risa Humvee', 'name': 'Reiko Takagi'}","{'role': 'Chihiro Enomoto', 'name': 'Fujiko Takimoto'}","{'role': 'Shinobu Enomoto', 'name': 'Yuko Sasamoto'}","{'role': 'Kasumi Kisaragi', 'name': 'Yukana'}","{'role': 'Kaoruko Yamada', 'name': 'Yuko Goto'}","{'role': 'Tokino Akiyama', 'name': 'Ai Nonaka'}","{'role': 'Ritsuko Kübel Kettenkrad', 'name': 'Ami Koshimizu'}","{'role': 'Koyuki Asagiri', 'name': 'Kazuko Kojima'}","{'role': 'Izumi Tachibana', 'name': 'Eri Nakao'}","{'role': 'Mugio Rokuhara', 'name': 'Shintarō Asanuma'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Genzou Hayashi', 'name': 'Mugihito'}","{'role': 'Kyou Yamada', 'name': 'Maaya Sakamoto'}","{'role': 'Ranko Saegusa', 'name': 'Akiko Hiramatsu'}","{'role': 'Asu Yamada', 'name': 'Tomoko Kaneda'}","{'role': 'Masao Ichinokura', 'name': 'Daisuke Kishio'}","{'role': 'Ginko Echigoya', 'name': 'Etsuko Kozakura'}","{'role': 'Kinko Echigoya', 'name': 'Naomi Shindoh'}","{'role': ""Yaoichi's obasan"", 'name': 'Ako Mayama'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Kazuki Muto', 'name': 'Jun Fukuyama'}","{'role': 'Captain Bravo', 'name': 'Masashi Ebara'}","{'role': 'Tokiko Tsumura', 'name': 'Ryoka Yuzuki'}","{'role': 'Koushaku ""Papillon"" Chouno', 'name': 'Mitsuaki Madono'}","{'role': 'Mahiro Muto', 'name': 'Aya Hirano'}","{'role': 'Shuusui Hayasaka', 'name': 'Kishō Taniyama'}","{'role': 'Chitose Tateyama', 'name': 'Yū Kobayashi'}","{'role': 'Ouka Hayasaka', 'name': 'Hitomi Nabatame'}","{'role': 'Hanaka Busujima', 'name': 'Sayuri Yahagi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'L', 'name': 'Kappei Yamaguchi'}","{'role': 'Near', 'name': 'Noriko Hidaka'}","{'role': 'Kiyomi Takada', 'name': 'Maaya Sakamoto'}","{'role': 'Kanzo Mogi', 'name': 'Kazuya Nakai'}","{'role': 'Shūichi Aizawa', 'name': 'Keiji Fujiwara'}","{'role': 'Mello', 'name': 'Nozomu Sasaki'}","{'role': 'Hideki Ide', 'name': 'Hideo Ishikawa'}","{'role': 'Koreyoshi Kitamura', 'name': 'Masaru Ikeda'}","{'role': 'Stephen Gevanni', 'name': 'Hiroki Takahashi'}","{'role': 'Watari', 'name': 'Kiyoshi Kobayashi'}","{'role': 'Sachiko Yagami', 'name': 'Ai Satou'}","{'role': 'Tota Matsuda', 'name': 'Ryo Naitou'}","{'role': 'Rem', 'name': 'Kimiko Saitō'}","{'role': 'Steve Maison', 'name': 'Mitsuru Ogata'}","{'role': 'Soichiro Yagami', 'name': 'Naoya Uchida'}","{'role': 'Misa Amane', 'name': 'Aya Hirano'}","{'role': 'Halle Lidner', 'name': 'Akeno Watanabe'}","{'role': 'Anthony Rester', 'name': 'Masaki Aizawa'}","{'role': 'Mikami Teru', 'name': 'Masaya Matsukaze'}","{'role': 'Light Yagami', 'name': 'Mamoru Miyano'}","{'role': 'Ryuuku', 'name': 'Shidou Nakamura'}","{'role': 'Sayu Yagami', 'name': 'Haruka Kudou'}","{'role': 'Kiyomi Takada', 'name': 'Masumi Okamura'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Iyo Takahara', 'name': 'Houko Kuwashima'}","{'role': 'Riri Hamilton', 'name': 'Nana Mizuki'}","{'role': 'Amane Higashimiya', 'name': 'Masami Kikuchi'}","{'role': 'Hamilton', 'name': 'Hiroshi Yanaka'}","{'role': 'Hyakushiki Kaito', 'name': 'Susumu Chiba'}","{'role': 'Gargoyle', 'name': 'Norio Wakamoto'}","{'role': 'Kelp', 'name': 'Kousuke Okano'}","{'role': 'Kazumi Yoshinaga', 'name': 'Kouki Miyata'}","{'role': 'Mother', 'name': 'Ruri Asano'}","{'role': 'Osiris', 'name': 'Ruri Asano'}","{'role': 'Detective Kiyokawa', 'name': 'Yūto Kazama'}","{'role': 'Durahan', 'name': 'Hajime Iijima'}","{'role': 'Sublieutenant Avery', 'name': 'Hajime Iijima'}","{'role': 'Futaba Yoshinaga', 'name': 'Chiwa Saito'}","{'role': 'Father', 'name': 'Takurou Nakakuni'}","{'role': 'Hisham', 'name': 'Takurou Nakakuni'}","{'role': 'Mimori Onodera', 'name': 'Yuuna Inamura'}","{'role': 'Kikuichimonji', 'name': 'Yuko Gibu'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Pachira', 'name': 'Aya Hirano'}","{'role': 'Liru', 'name': 'Hitomi Nabatame'}","{'role': 'Aiko', 'name': 'Satomi Akesaka'}","{'role': 'Uma', 'name': 'Momoko Saito'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Rocca', 'name': 'Sakura Nogawa'}","{'role': 'Forte', 'name': 'Noriko Namiki'}","{'role': 'Yakumo', 'name': 'Hidenobu Kiuchi'}","{'role': 'Zura', 'name': 'Akiko Kobayashi'}","{'role': 'Ichii', 'name': 'Daisuke Nakamura'}","{'role': 'San', 'name': 'Momoko Saito'}","{'role': 'Gou', 'name': 'Yukari Kokubun'}","{'role': 'Will', 'name': 'Shintarō Asanuma'}","{'role': 'Nina Yamada', 'name': 'Yui Shoji'}","{'role': 'Zero', 'name': 'Miki Ootani'}","{'role': 'Zura', 'name': 'Akiko Ogawa'}","{'role': 'Youka', 'name': 'Arise Satou'}","{'role': 'Hatsuka', 'name': 'Tomomi Tauchi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Naoya Kirihara', 'name': 'Akira Ishida'}","{'role': 'Naoto Kirihara', 'name': 'Toshiyuki Morikawa'}","{'role': 'Kyoujiro Mikuriya', 'name': 'Hidetoshi Nakamura'}","{'role': 'Shouko Futami', 'name': 'Akeno Watanabe'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Tenten Koganei', 'name': 'Kaori Nazuka'}","{'role': 'Tenka Koganei', 'name': 'Takeshi Kusao'}","{'role': 'Unken Inuzuka', 'name': 'Tesshō Genda'}","{'role': 'Hanzo', 'name': 'Chihiro Suzuki'}","{'role': 'Kimie Nakajima (Landlady)', 'name': 'Kazue Komiya'}","{'role': 'Sendayu Kuzuryu', 'name': 'Katsuhisa Houki'}","{'role': 'Koushi Inuzuka', 'name': 'Hiroki Takahashi'}","{'role': 'Sanae Nakajima', 'name': 'Aya Hirano'}","{'role': 'Iroha Minamoto', 'name': 'Ui Miyazaki'}","{'role': 'Momoko Kuzuryu', 'name': 'Yui Kano'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Leonil Taylor', 'name': 'Shinichiro Miki'}","{'role': 'Marchis', 'name': 'Chihiro Suzuki'}","{'role': 'Stekkin', 'name': 'Kana Ueda'}","{'role': 'Oreludo', 'name': 'Kousuke Toriumi'}","{'role': 'Randel Oland', 'name': 'Kenta Miyake'}","{'role': 'Connery', 'name': 'Tomoyuki Shimura'}","{'role': 'Alice', 'name': 'Shizuka Itou'}","{'role': 'Mercury-go', 'name': 'Kazuki Ogawa'}","{'role': 'Hunks', 'name': 'Chō'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Karen Clavius', 'name': 'Yuu Asakawa'}","{'role': 'Tatsuya Asagiri', 'name': 'Susumu Chiba'}","{'role': 'Takeshi Takano', 'name': 'Shinpachi Tsuji'}","{'role': 'Jin Takamizawa', 'name': 'Daisuke Kishio'}","{'role': 'Midori Tooyama', 'name': 'Naoko Takano'}","{'role': 'Sayaka Hozumi', 'name': 'Nami Kurokawa'}","{'role': 'Jurgen von Kruger', 'name': 'Takashi Kondō'}","{'role': 'Wreathlit Noel/Fiacca', 'name': 'Shizuka Itou'}","{'role': 'Feena Fam Earthlight', 'name': 'Hitomi Nabatame'}","{'role': 'Lyones Theo Earthlight', 'name': 'Masafumi Kimura'}","{'role': 'Mai Asagiri', 'name': 'Mai Goto'}","{'role': 'Natsuki Takamizawa', 'name': 'Hyo-sei'}","{'role': 'Samon Takamizawa', 'name': 'Akira Negishi'}","{'role': 'Mia Clementis', 'name': 'Mio Nonose'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Osamu Kamiyama', 'name': 'Masashi Ebara'}","{'role': 'Misa Kamiyama', 'name': 'Yumi Touma'}","{'role': 'Lulu', 'name': 'Tomoko Kaneda'}","{'role': 'Shinichi Kirishima', 'name': 'Hiroaki Miura'}","{'role': 'Fumiko', 'name': 'Mariko Kouda'}","{'role': 'Suguru', 'name': 'Yasuhiro Takato'}","{'role': 'Samatarō Kamiyama', 'name': 'Daisuke Kishio'}","{'role': 'Ai Tachibana', 'name': 'Mamiko Noto'}","{'role': 'Meme Kamiyama', 'name': 'Akemi Kanda'}","{'role': 'Venus Kamiyama', 'name': 'Nanaho Katsuragi'}","{'role': 'Kumiko Komori', 'name': 'Ai Maeda'}","{'role': 'Lulu', 'name': 'Ryou Hirohashi'}","{'role': 'Tenko', 'name': 'Ami Koshimizu'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Tōko Amino', 'name': 'Akeno Watanabe'}","{'role': 'Hiro Iokawa', 'name': 'Satoshi Hino'}","{'role': 'Kotomi Shiozaki', 'name': 'Ami Koshimizu'}","{'role': 'Shōko Nogami', 'name': 'Shizuka Itou'}","{'role': 'Tetsumasa Amino', 'name': 'Katsuhito Nomura'}","{'role': 'Karada Iokawa', 'name': 'Ayumi Fujimura'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Vetti Lunard Sforza de Roselait', 'name': 'Akira Ishida'}","{'role': 'Rachel', 'name': 'Ryoka Yuzuki'}","{'role': 'Ralph Fitzlard Deon de Lac', 'name': 'Rie Kugimiya'}","{'role': 'Aimel', 'name': 'Kana Ueda'}","{'role': 'Jirad', 'name': 'Toru Ohkawa'}","{'role': 'Theodoric', 'name': 'Toru Ohkawa'}","{'role': 'Hizack', 'name': 'Tarô Yamaguchi'}","{'role': 'Gorna', 'name': 'Takayuki Sugo'}","{'role': 'Rashine/Michel Vaurban de Cabelle', 'name': 'Yuko Kaida'}","{'role': 'Hector', 'name': 'Hiroshi Iida'}","{'role': 'Badat', 'name': 'Shouto Kashii'}","{'role': 'Novy', 'name': 'Ryoko Shiraishi'}","{'role': 'Sillua Moe Silvernail', 'name': 'Shizuka Itou'}","{'role': 'Conrad', 'name': 'Yutaka Aoyama'}","{'role': 'Cleo Aiolos Corbeille de Veil', 'name': 'Kenjiro Tsuda'}","{'role': 'Jean Luc Silvernail', 'name': 'Yasushi Miyabayashi'}","{'role': 'Isabel', 'name': 'Akiko Yoshikawa'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Durrant', 'name': 'Ken Narita'}","{'role': 'Lorentzia', 'name': 'Kaori Nazuka'}","{'role': 'Earl St. Germain', 'name': 'Yasunori Matsumoto'}","{'role': 'Bernice', 'name': 'Kenji Hamada'}","{'role': 'The Earl of Sandwich', 'name': 'Hideyuki Umezu'}","{'role': 'Mary Shalott', 'name': 'Mayo Suzukaze'}","{'role': 'Maximilien Robespierre', 'name': 'Takahiro Sakurai'}","{'role': 'Louis XV', 'name': 'Tetsu Inada'}","{'role': 'Marie', 'name': 'Yuki Kaida'}","{'role': 'Lia de Beaumont', 'name': 'Risa Mizuno'}","{'role': ""D'Eon de Beaumont"", 'name': 'Yuuki Tai'}","{'role': 'Teillagory', 'name': 'Haruo Satou'}","{'role': 'Duc de Broglie', 'name': 'Akihiko Ishizumi'}","{'role': 'Robin', 'name': 'Megumi Matsumoto'}","{'role': 'Orlean', 'name': 'Ryusaku Chijiwa'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Masaki Ando', 'name': 'Hikaru Midorikawa'}","{'role': 'Aya Kobayashi', 'name': 'Yumi Touma'}","{'role': 'Ryusei Date', 'name': 'Shinichiro Miki'}","{'role': 'Shuu Shirakawa', 'name': 'Takehito Koyasu'}","{'role': 'Ingram Plisken', 'name': 'Tohru Furusawa'}","{'role': 'Kyosuke Nanbu', 'name': 'Toshiyuki Morikawa'}","{'role': 'Raidiese ""Rai"" Fujiwara Branstein', 'name': 'Ryotaro Okiayu'}","{'role': 'Kusuha Mizuha', 'name': 'Mikako Takahashi'}","{'role': 'Laker Randolph', 'name': 'Motomu Kiyokawa'}","{'role': 'Excellen Browning', 'name': 'Yuko Mizutani'}","{'role': 'Bian Zoldark', 'name': 'Shōzō Iizuka'}","{'role': 'Ryune Zoldark', 'name': 'Narumi Hidaka'}","{'role': 'Katina Tarask', 'name': 'Asami Yaguchi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Makoto', 'name': 'Yuu Asakawa'}","{'role': 'Nya', 'name': 'Ai Orikasa'}","{'role': 'Sonya', 'name': 'Satomi Koorogi'}","{'role': 'Claudius', 'name': 'Tomoko Kawakami'}","{'role': 'Master Therion', 'name': 'Hikaru Midorikawa'}","{'role': 'Winfield', 'name': 'Takehito Koyasu'}","{'role': 'Kurou Daijuuji', 'name': 'Kentarou Itou'}","{'role': 'Augustus', 'name': 'Norio Wakamoto'}","{'role': 'Ruri Hadou', 'name': 'Junko Asami'}","{'role': 'Titus', 'name': 'Jouji Nakata'}","{'role': 'Doctor West', 'name': 'Takumi Yamazaki'}","{'role': 'Alison', 'name': 'Sawa Ishige'}","{'role': 'Chiaki', 'name': 'Kaoru Morota'}","{'role': 'Al Azif', 'name': 'Rie Kanda'}","{'role': 'Raika', 'name': 'Nami Kurokawa'}","{'role': 'Elsa', 'name': 'Mikako Satō'}","{'role': 'Korin', 'name': 'Naoko Seto'}","{'role': 'Ennea', 'name': 'Mia Naruse'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Naoji', 'name': 'Akira Ishida'}","{'role': 'Eduard', 'name': 'Tomokazu Seki'}","{'role': 'Ludwig', 'name': 'Toshihiko Seki'}","{'role': 'Camus', 'name': 'Souichiro Hoshi'}","{'role': 'Orpherus', 'name': 'Takahiro Sakurai'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Makoto Shido', 'name': 'Sawa Ishige'}","{'role': 'Kakeru Sakamaki', 'name': 'Makoto Tsumura'}","{'role': 'Seiya Kanzaki', 'name': 'Daisuke Hirakawa'}","{'role': 'Hosuke', 'name': 'Yuuichi Nagashima'}","{'role': 'Ayumu Yamato', 'name': 'Chiro Kanzaki'}","{'role': 'Sho Yamato', 'name': 'Akeno Watanabe'}","{'role': 'Taiga Samejima', 'name': 'Toshiyuki Kusuda'}","{'role': 'Gabu Samejima', 'name': 'Akiyo Kanada'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
